date,min,max,pm25,q1,q3,stdev,count
2023-11-30T00:00:00.000Z,1.17,1.8,1.23,1.17,1.8,0.284,3
2023-12-01T00:00:00.000Z,0.7,3.4,1.43,1.2,1.77,0.565,51
2023-12-02T00:00:00.000Z,1.5,2.2,1.94,1.72,2.04,0.195,12
2023-12-03T00:00:00.000Z,0.67,4.67,2.06,1.74,2.72,0.829,48
2023-12-04T00:00:00.000Z,1.03,13.97,3.13,1.9,5.99,2.71,273
2023-12-05T00:00:00.000Z,0.3,48.8,2,1.6,2.57,3.239,426
2023-12-06T00:00:00.000Z,0.47,20.9,2.29,1.32,3.5,1.923,341
2023-12-07T00:00:00.000Z,0.47,56.3,2.1,1.3,2.67,4.368,171
2023-12-08T00:00:00.000Z,1.6,12.3,3.07,2.52,4.76,2.769,59
2023-12-09T00:00:00.000Z,2.2,8.19,4.73,3.83,5.79,1.311,121
2023-12-10T00:00:00.000Z,2.29,9.67,5.37,4.05,6.29,1.578,85
2023-12-11T00:00:00.000Z,1.4,6.17,3.05,2.52,3.7,0.982,70
2023-12-12T00:00:00.000Z,1,5,1.9,1.67,3.73,1.19,75
2023-12-13T00:00:00.000Z,1.43,4,2.65,2.17,3.17,0.645,34
2023-12-14T00:00:00.000Z,1.3,1.9,1.62,1.44,1.75,0.194,12
2023-12-15T00:00:00.000Z,3.2,30.73,5.99,5.23,7.23,3.869,78
2023-12-16T00:00:00.000Z,1.87,13.73,2.97,2.5,3.8,1.803,139
2023-12-17T00:00:00.000Z,0.7,20.77,2.75,1.87,4.09,3.448,258
2023-12-18T00:00:00.000Z,0.4,3.67,2.31,1.9,2.79,0.628,176
2023-12-19T00:00:00.000Z,0.6,7.13,1.3,0.9,2.17,1.831,61
2023-12-20T00:00:00.000Z,0.5,8.9,1.1,0.85,1.39,0.862,113
2023-12-21T00:00:00.000Z,1.1,7.03,2.67,1.52,3.3,1.161,133
2024-01-02T00:00:00.000Z,1,1,1,1,1,0,1
2024-01-03T00:00:00.000Z,0.83,1.6,1.14,0.9,1.3,0.256,6
2024-01-04T00:00:00.000Z,1.93,1.93,1.93,1.93,1.93,0,1
2024-01-05T00:00:00.000Z,0.3,3.25,0.8,0.53,0.93,0.686,15
2024-01-06T00:00:00.000Z,0.1,6.25,0.81,0.36,2.09,1.54,120
2024-01-07T00:00:00.000Z,0.3,3.07,1.06,0.69,1.4,0.636,36
2024-01-29T00:00:00.000Z,4.17,23.53,10.05,7.05,16.85,7.104,4
2024-01-30T00:00:00.000Z,6.2,20.3,10.6,9.97,11.87,2.244,55
2024-01-31T00:00:00.000Z,1.2,10.19,1.9,1.43,2.1,3.294,10
2024-02-01T00:00:00.000Z,0.2,10.23,1,0.6,1.67,1.582,49
2024-02-02T00:00:00.000Z,2.5,2.5,2.5,2.5,2.5,0,1
2024-02-03T00:00:00.000Z,0.4,3.93,1.12,0.9,1.3,0.515,59
2024-02-04T00:00:00.000Z,0.2,12.7,1.2,0.7,2.87,3.047,79
2024-02-05T00:00:00.000Z,7.97,10.1,9.03,7.97,10.1,1.065,2
2024-02-06T00:00:00.000Z,1.53,3.9,2.29,1.6,3.42,0.971,4
2024-02-07T00:00:00.000Z,1.03,1.2,1.17,1.08,1.2,0.07,4
2024-02-08T00:00:00.000Z,1.8,8.6,7.17,2.57,8.13,2.635,14
2024-02-09T00:00:00.000Z,0.4,6.3,1.73,1.3,2.43,1.272,23
2024-02-10T00:00:00.000Z,0.56,3.23,1.5,1.2,1.8,0.482,89
2024-02-11T00:00:00.000Z,1.07,2.63,1.93,1.59,2.25,0.438,29
2024-02-12T00:00:00.000Z,0.93,2.13,1.87,1.27,2,0.408,10
2024-02-16T00:00:00.000Z,0.63,8.19,5.8,0.7,7.03,2.76,7
2024-02-17T00:00:00.000Z,0.33,9.3,1,0.6,6.24,3.102,25
2024-02-18T00:00:00.000Z,0.6,8.4,1.14,0.87,2.76,2.378,16
2024-02-21T00:00:00.000Z,0.8,0.9,0.8,0.8,0.9,0.047,3
2024-02-26T00:00:00.000Z,7.6,8.33,7.97,7.6,8.33,0.365,2
2024-03-06T00:00:00.000Z,6.63,10.3,8.33,7.4,10.15,1.338,5
2024-03-08T00:00:00.000Z,3.87,13.3,8.59,3.87,13.3,4.715,2
2024-03-09T00:00:00.000Z,0.8,1.7,1.1,0.8,1.45,0.331,5
2024-03-10T00:00:00.000Z,1.7,1.7,1.7,1.7,1.7,0,1
2024-03-11T00:00:00.000Z,0.97,4.13,2.1,1.83,2.49,0.609,69
2024-03-12T00:00:00.000Z,1.63,5.43,2.7,2.37,3.2,0.703,63
2024-03-13T00:00:00.000Z,3.03,30.7,16.73,4.87,24.12,9.317,113
2024-03-14T00:00:00.000Z,0.6,30.3,1.7,1.43,8.3,8.704,94
2024-03-15T00:00:00.000Z,2.1,77.43,29.07,21.83,38.1,13.613,195
2024-03-19T00:00:00.000Z,0.93,1.9,1.47,1.05,1.57,0.296,9
2024-03-21T00:00:00.000Z,8.33,8.33,8.33,8.33,8.33,0,1
2024-03-26T00:00:00.000Z,1.67,1.67,1.67,1.67,1.67,0,1
2024-03-27T00:00:00.000Z,4.03,4.03,4.03,4.03,4.03,0,1
2024-03-28T00:00:00.000Z,4.83,4.83,4.83,4.83,4.83,0,1
2024-03-31T00:00:00.000Z,1.5,5.2,4.03,3.83,4.51,0.664,32
2024-04-01T00:00:00.000Z,4.7,7.03,5.5,5.33,5.83,0.552,47
2024-04-02T00:00:00.000Z,0.53,2.7,1.43,1.27,1.6,0.383,101
2024-04-03T00:00:00.000Z,0.37,1.8,0.8,0.63,1.07,0.292,287
2024-04-04T00:00:00.000Z,0.3,2.4,0.8,0.7,1,0.278,183
2024-04-05T00:00:00.000Z,1.07,9.86,2.4,1.7,3.03,1.189,67
2024-04-06T00:00:00.000Z,0.2,5.93,1.45,0.6,2.33,1.336,368
2024-04-07T00:00:00.000Z,0.77,5.9,3.1,2.4,3.97,1.062,457
2024-04-08T00:00:00.000Z,1.8,5.57,3,2.67,3.4,0.662,444
2024-04-09T00:00:00.000Z,1,18,2.7,2,4.25,2.144,464
2024-04-10T00:00:00.000Z,0.3,10.7,2.1,1.12,4.34,2.699,436
2024-04-11T00:00:00.000Z,0.8,5.23,2.52,2.1,3.07,0.815,445
2024-04-12T00:00:00.000Z,1,8.63,3.79,2.54,5.4,1.857,436
2024-04-13T00:00:00.000Z,0.5,8.47,2.75,2.2,3.33,1.36,402
2024-04-14T00:00:00.000Z,0.1,6.7,0.8,0.37,1.83,1.252,436
2024-04-15T00:00:00.000Z,0.3,7.1,0.7,0.5,1.67,0.918,451
2024-04-16T00:00:00.000Z,0.2,3.27,0.77,0.6,0.97,0.68,447
2024-04-17T00:00:00.000Z,0.5,5.53,1.65,1.03,2.7,0.965,466
2024-04-18T00:00:00.000Z,0.5,9.3,1.17,0.97,1.87,1.67,452
2024-04-19T00:00:00.000Z,1,6.53,2.97,2.1,3.75,1.164,445
2024-04-20T00:00:00.000Z,0.5,5.73,1.4,1.03,2.29,1.236,439
2024-04-21T00:00:00.000Z,0.5,3,1.12,1,1.8,0.558,462
2024-04-22T00:00:00.000Z,0.8,4.26,1.9,1.57,2.29,0.673,433
2024-04-23T00:00:00.000Z,1.83,13,3.93,3.03,5,1.568,440
2024-04-24T00:00:00.000Z,0.93,8.1,2.37,1.9,3.37,1.462,457
2024-04-25T00:00:00.000Z,1.47,5.13,2.6,2.29,3.2,0.701,465
2024-04-26T00:00:00.000Z,0.6,6.97,2.7,2,3.47,1.244,458
2024-04-27T00:00:00.000Z,0.5,18.67,1.5,1.1,2.02,1.176,413
2024-04-28T00:00:00.000Z,1.33,9.02,3,2.57,3.6,1.202,417
2024-04-29T00:00:00.000Z,0.8,18.13,1.77,1.4,7.3,5.354,466
2024-04-30T00:00:00.000Z,0.6,6.87,1.5,1.1,2.5,1.13,459
2024-05-01T00:00:00.000Z,0.7,2.8,1.2,1,1.6,0.453,453
2024-05-02T00:00:00.000Z,0.3,4.4,0.9,0.7,1,0.293,449
2024-05-03T00:00:00.000Z,0.6,2.67,1.25,1,1.53,0.379,456
2024-05-04T00:00:00.000Z,1.3,4.7,1.93,1.7,2.4,0.545,291
2024-05-05T00:00:00.000Z,1.23,17,4,2.2,5.44,2.577,368
2024-05-06T00:00:00.000Z,0.6,2.63,1.17,1,1.7,0.453,475
2024-05-07T00:00:00.000Z,0.9,5,1.4,1.23,2,0.628,465
2024-05-08T00:00:00.000Z,0.6,4.5,2.7,2.17,3,0.74,462
2024-05-09T00:00:00.000Z,3.5,16.67,7.23,5.07,11.83,3.552,475
2024-05-10T00:00:00.000Z,0.3,18.6,1.1,0.9,1.57,4.22,469
2024-05-11T00:00:00.000Z,0.5,11.8,1.3,1,1.7,1.036,471
2024-05-12T00:00:00.000Z,1.2,8.3,1.7,1.53,1.9,0.687,458
2024-05-13T00:00:00.000Z,0.97,6.17,2.7,1.7,3.93,1.282,450
2024-05-14T00:00:00.000Z,0.9,8.97,2.33,1.3,4.33,2.013,461
2024-05-15T00:00:00.000Z,1.07,6.17,1.8,1.4,2.27,0.61,464
2024-05-16T00:00:00.000Z,1.57,5.4,2.79,2.27,3.2,0.693,448
2024-05-17T00:00:00.000Z,2.2,7,3.87,3.4,4.67,0.815,460
2024-05-18T00:00:00.000Z,2.29,12.5,3.9,3.1,4.8,1.681,458
2024-05-19T00:00:00.000Z,0.93,18.93,4.09,3.45,8.66,3.797,473
2024-05-20T00:00:00.000Z,0.37,2.02,1,0.87,1.2,0.23,457
2024-05-21T00:00:00.000Z,0.3,2.33,0.9,0.7,1.1,0.27,460
2024-05-22T00:00:00.000Z,0.6,2.8,1.3,0.97,1.7,0.514,446
